node,collocate,O_11,R_1,C_1,N
action,your,14,20439,104770,87953849
action,check,13,20439,6130,87953849
action,damages,13,20439,2208,87953849
action,economic,13,20439,22787,87953849
action,either,13,20439,24671,87953849
action,inhibitory,13,20439,240,87953849
action,just,13,20439,86246,87953849
action,out,13,20439,167338,87953849
action,packed,13,20439,2206,87953849
action,protestant,13,20439,1376,87953849
action,sequences,13,20439,1413,87953849
action,shots,13,20439,1691,87953849
action,specific,13,20439,10635,87953849
action,areas,12,20439,21776,87953849
action,arising,12,20439,2078,87953849
action,certain,12,20439,20008,87953849
action,demanding,12,20439,2297,87953849
action,executive,12,20439,7633,87953849
action,league,12,20439,7903,87953849
action,legislative,12,20439,1856,87953849
action,militant,12,20439,617,87953849
action,open,12,20439,26760,87953849
action,outside,12,20439,19215,87953849
action,pack,12,20439,2935,87953849
action,physical,12,20439,9163,87953849
action,successful,12,20439,10237,87953849
action,theory,12,20439,12447,87953849
action,trust,12,20439,9335,87953849
action,very,12,20439,94441,87953849
action,yesterday,12,20439,17510,87953849
action,deliberate,11,20439,1319,87953849
action,follow-up,11,20439,629,87953849
action,followed,11,20439,14076,87953849
action,here,11,20439,50483,87953849
action,itself,11,20439,22116,87953849
action,lies,11,20439,4976,87953849
action,rapid,11,20439,3499,87953849
action,require,11,20439,6610,87953849
action,special,11,20439,20515,87953849
action,too,11,20439,60405,87953849
action,viennese,11,20439,202,87953849
action,whether,11,20439,30946,87953849
action,whose,11,20439,18891,87953849
action,aimed,10,20439,3447,87953849
action,american,10,20439,15521,87953849
action,becomes,10,20439,7268,87953849
action,best,10,20439,32281,87953849
action,committees,10,20439,2489,87953849
action,council,10,20439,26729,87953849
action,day,10,20439,52298,87953849
action,estate,10,20439,4917,87953849
action,failed,10,20439,8877,87953849
action,fast,10,20439,6875,87953849
action,follows,10,20439,6001,87953849
action,formal,10,20439,6110,87953849
action,injury,10,20439,4460,87953849
action,involves,10,20439,3984,87953849
action,management,10,20439,20681,87953849
action,movement,10,20439,12766,87953849
action,need,10,20439,46323,87953849
action,ordinary,10,20439,6242,87953849
action,popular,10,20439,10090,87953849
action,preventative,10,20439,134,87953849
action,recovery,10,20439,3692,87953849
action,seen,10,20439,32501,87953849
action,simple,10,20439,12869,87953849
action,together,10,20439,27218,87953849
action,around,9,20439,39937,87953849
action,autonomous,9,20439,1101,87953849
action,began,9,20439,22195,87953849
action,checkpoints,9,20439,66,87953849
action,claim,9,20439,10616,87953849
action,consequent,9,20439,759,87953849
action,constructive,9,20439,923,87953849
action,contract,9,20439,11195,87953849
action,cup,9,20439,10780,87953849
action,d,9,20439,6500,87953849
action,defensive,9,20439,1186,87953849
action,delayed,9,20439,1650,87953849
action,demand,9,20439,10505,87953849
action,e.g.,9,20439,4827,87953849
action,enough,9,20439,27367,87953849
action,extreme,9,20439,3506,87953849
action,forestry,9,20439,938,87953849
action,hammer,9,20439,1028,87953849
action,hostile,9,20439,1572,87953849
action,low,9,20439,15665,87953849
action,makes,9,20439,14776,87953849
action,men,9,20439,34686,87953849
action,naval,9,20439,1433,87953849
action,nor,9,20439,11685,87953849
action,piano,9,20439,1765,87953849
action,pictures,9,20439,4988,87953849
action,says,9,20439,31556,87953849
action,starts,9,20439,3325,87953849
action,stronger,9,20439,2413,87953849
action,throughout,9,20439,11742,87953849
action,unlawful,9,20439,879,87953849
action,accrued,8,20439,247,87953849
action,aggressive,8,20439,1767,87953849
action,alternative,8,20439,8255,87953849
action,another,8,20439,52308,87953849
action,armed,8,20439,4548,87953849
action,authority,8,20439,16971,87953849
action,chemical,8,20439,4324,87953849
action,combined,8,20439,4320,87953849
action,concrete,8,20439,2439,87953849
action,covert,8,20439,356,87953849
action,delay,8,20439,3028,87953849
action,determined,8,20439,7411,87953849
action,down,8,20439,74944,87953849
action,escapement,8,20439,61,87953849
action,force,8,20439,14903,87953849
action,good,8,20439,64327,87953849
action,instant,8,20439,1918,87953849
action,led,8,20439,14795,87953849
action,most,8,20439,93281,87953849
action,occurs,8,20439,3205,87953849
action,release,8,20439,6280,87953849
action,requires,8,20439,5131,87953849
action,resolute,8,20439,170,87953849
action,resulting,8,20439,3140,87953849
action,scheme,8,20439,11252,87953849
action,second,8,20439,37696,87953849
action,serious,8,20439,11406,87953849
action,single,8,20439,17213,87953849
action,stage,8,20439,14989,87953849
action,three,8,20439,60575,87953849
action,training,8,20439,18626,87953849
action,using,8,20439,22823,87953849
action,water,8,20439,31432,87953849
action,1988,7,20439,10310,87953849
action,air,7,20439,17434,87953849
action,alone,7,20439,12972,87953849
action,also,7,20439,117669,87953849
action,always,7,20439,38210,87953849
action,anti-trust,7,20439,54,87953849
action,appears,7,20439,7340,87953849
action,arcade,7,20439,331,87953849
action,arises,7,20439,1720,87953849
action,bacterial,7,20439,549,87953849
action,bank,7,20439,16658,87953849
action,begun,7,20439,4010,87953849
action,beyond,7,20439,10960,87953849
action,british,7,20439,33987,87953849
action,catholic,7,20439,3791,87953849
action,caused,7,20439,9071,87953849
action,co-ordinated,7,20439,568,87953849
action,comes,7,20439,12278,87953849
action,congressional,7,20439,533,87953849
action,correct,7,20439,5936,87953849
action,demanded,7,20439,3484,87953849
action,derivative,7,20439,324,87953849
action,development,7,20439,30524,87953849
action,early,7,20439,31802,87953849
action,european,7,20439,19470,87953849
action,footwear,7,20439,221,87953849
action,french,7,20439,16186,87953849
action,gene,7,20439,2161,87953849
action,goes,7,20439,9397,87953849
action,health,7,20439,22832,87953849
action,initial,7,20439,6357,87953849
action,involving,7,20439,4129,87953849
action,israeli,7,20439,1542,87953849
action,law,7,20439,25703,87953849
action,line,7,20439,21693,87953849
action,means,7,20439,23855,87953849
action,meant,7,20439,9735,87953849
action,milk,7,20439,4071,87953849
action,milltown,7,20439,29,87953849
action,module,7,20439,3192,87953849
action,much,7,20439,77449,87953849
action,packs,7,20439,656,87953849
action,permitted,7,20439,2317,87953849
action,present,7,20439,23509,87953849
action,prevented,7,20439,1787,87953849
action,punitive,7,20439,274,87953849
action,remains,7,20439,8687,87953849
action,roundup,7,20439,64,87953849
action,separate,7,20439,8492,87953849
action,set,7,20439,41632,87953849
action,shotgun,7,20439,381,87953849
action,sporting,7,20439,1436,87953849
action,symbolic,7,20439,1326,87953849
action,tends,7,20439,2198,87953849
action,timely,7,20439,387,87953849
action,tort,7,20439,420,87953849
action,want,7,20439,36762,87953849
action,whole,7,20439,26579,87953849
action,wind,7,20439,6806,87953849
action,workshop,7,20439,1710,87953849
action,accruing,6,20439,134,87953849
action,action,6,20439,20916,87953849
action,adventure,6,20439,1458,87953849
action,alp,6,20439,135,87953849
action,b,6,20439,14897,87953849
action,brings,6,20439,2921,87953849
action,capillary,6,20439,145,87953849
action,central,6,20439,18403,87953849
action,complained,6,20439,1749,87953849
action,complicating,6,20439,96,87953849
action,control,6,20439,27576,87953849
action,described,6,20439,14398,87953849
action,filtering,6,20439,252,87953849
action,first-team,6,20439,102,87953849
action,global,6,20439,3438,87953849
action,going,6,20439,40941,87953849
action,hero,6,20439,2179,87953849
action,humanitarian,6,20439,477,87953849
action,i.e.,6,20439,4482,87953849
action,include,6,20439,14769,87953849
action,indeed,6,20439,16706,87953849
action,intended,6,20439,7336,87953849
action,involved,6,20439,18213,87953849
action,justify,6,20439,1910,87953849
action,labour,6,20439,25147,87953849
action,learning,6,20439,8717,87953849
action,made,6,20439,85819,87953849
action,make,6,20439,67102,87953849
action,marine,6,20439,2096,87953849
action,particularly,6,20439,20089,87953849
action,picture,6,20439,9654,87953849
action,playing,6,20439,9452,87953849
action,plus,6,20439,6383,87953849
action,programmes,6,20439,6135,87953849
action,provided,6,20439,16346,87953849
action,provides,6,20439,8190,87953849
action,put,6,20439,40565,87953849
action,rational,6,20439,2217,87953849
action,rationality,6,20439,597,87953849
action,recommended,6,20439,3565,87953849
action,relator,6,20439,24,87953849
action,relevant,6,20439,7552,87953849
action,schools,6,20439,14165,87953849
action,scottish,6,20439,9678,87953849
action,smooth,6,20439,2995,87953849
action,something,6,20439,36736,87953849
action,songs,6,20439,2695,87953849
action,speedy,6,20439,429,87953849
action,started,6,20439,14036,87953849
action,stimulatory,6,20439,48,87953849
action,study,6,20439,21337,87953849
action,sympathetic,6,20439,1439,87953849
action,sympathy,6,20439,1954,87953849
action,threatened,6,20439,3822,87953849
action,tonight,6,20439,4733,87953849
action,two,6,20439,124747,87953849
action,undertaken,6,20439,2632,87953849
action,unionist,6,20439,920,87953849
action,1,5,20439,38305,87953849
action,13,5,20439,7558,87953849
action,2,5,20439,34300,87953849
action,ad,5,20439,2583,87953849
action,affecting,5,20439,1630,87953849
action,almost,5,20439,29125,87953849
action,arab,5,20439,2554,87953849
action,area,5,20439,31113,87953849
action,arm,5,20439,8233,87953849
action,biological,5,20439,1898,87953849
action,call,5,20439,15126,87953849
action,called,5,20439,29157,87953849
action,centres,5,20439,5125,87953849
action,challenged,5,20439,1518,87953849
action,church,5,20439,19052,87953849
action,claiming,5,20439,2133,87953849
action,close,5,20439,19489,87953849
action,coercive,5,20439,178,87953849
action,concerning,5,20439,3262,87953849
action,coordinated,5,20439,317,87953849
action,cross,5,20439,6699,87953849
action,current,5,20439,13537,87953849
action,cutting,5,20439,3434,87953849
action,definite,5,20439,1404,87953849
action,denoted,5,20439,213,87953849
action,design,5,20439,12433,87953849
action,designed,5,20439,9773,87953849
action,determine,5,20439,3775,87953849
action,discursive,5,20439,270,87953849
action,double,5,20439,6793,87953849
action,down-striking,5,20439,7,87953849
action,ec,5,20439,6695,87953849
action,face,5,20439,31277,87953849
action,federal,5,20439,3542,87953849
action,fifth,5,20439,3139,87953849
action,fixed,5,20439,5920,87953849
action,football,5,20439,5828,87953849
action,forest,5,20439,6835,87953849
action,frustrating,5,20439,554,87953849
action,game,5,20439,13390,87953849
action,generous,5,20439,2146,87953849
action,gentle,5,20439,2690,87953849
action,get,5,20439,60137,87953849
action,greater,5,20439,14121,87953849
action,guide,5,20439,5688,87953849
action,having,5,20439,29515,87953849
action,height,5,20439,3514,87953849
action,heroic,5,20439,580,87953849
action,includes,5,20439,6548,87953849
action,initiate,5,20439,532,87953849
action,iraqi,5,20439,1680,87953849
action,lignite,5,20439,63,87953849
action,list,5,20439,11205,87953849
action,mechanical,5,20439,1883,87953849
action,model,5,20439,12728,87953849
action,namely,5,20439,2067,87953849
action,non-violent,5,20439,115,87953849
action,offensive,5,20439,1416,87953849
action,ord,5,20439,771,87953849
action,parliamentary,5,20439,4096,87953849
action,passing-off,5,20439,27,87953849
action,perhaps,5,20439,28935,87953849
action,planning,5,20439,13236,87953849
action,please,5,20439,10025,87953849
action,proper,5,20439,5540,87953849
action,provoked,5,20439,1070,87953849
action,purposeful,5,20439,260,87953849
action,readers,5,20439,4601,87953849
action,reciprocal,5,20439,499,87953849
action,related,5,20439,8176,87953849
action,requiring,5,20439,1772,87953849
action,results,5,20439,14854,87953849
action,rolling,5,20439,1883,87953849
action,scissor,5,20439,21,87953849
action,selected,5,20439,4103,87953849
action,seven,5,20439,11235,87953849
action,shot,5,20439,7455,87953849
action,soviet,5,20439,11164,87953849
action,specified,5,20439,3204,87953849
action,system,5,20439,42275,87953849
action,term,5,20439,11282,87953849
action,these,5,20439,110392,87953849
action,thrusting,5,20439,320,87953849
action,un,5,20439,4664,87953849
action,up,5,20439,172530,87953849
action,user,5,20439,5900,87953849
action,volcanic,5,20439,680,87953849
action,wanted,5,20439,18871,87953849
action,who,5,20439,182329,87953849
action,wrist,5,20439,929,87953849
action,11,4,20439,9188,87953849
action,a420,4,20439,13,87953849
action,actually,4,20439,12656,87953849
action,admiralty,4,20439,279,87953849
action,agreed,4,20439,13423,87953849
action,along,4,20439,21106,87953849
action,among,4,20439,22115,87953849
action,aston,4,20439,602,87953849
action,available,4,20439,25947,87953849
action,basic,4,20439,10453,87953849
action,became,4,20439,21287,87953849
action,been,4,20439,238344,87953849
action,body,4,20439,23472,87953849
action,bowel,4,20439,1236,87953849
action,brush,4,20439,1718,87953849
action,causes,4,20439,4392,87953849
action,centre,4,20439,21477,87953849
action,christian,4,20439,6491,87953849
action,classroom,4,20439,2101,87953849
action,concerned,4,20439,14625,87953849
action,conservation,4,20439,3816,87953849
action,considering,4,20439,3988,87953849
action,contrary,4,20439,2819,87953849
action,counter,4,20439,2235,87953849
action,creative,4,20439,2400,87953849
action,crucifix,4,20439,149,87953849
action,delaying,4,20439,323,87953849
action,depends,4,20439,4200,87953849
action,despite,4,20439,14136,87953849
action,detailed,4,20439,6148,87953849
action,directe,4,20439,4,87953849
action,directed,4,20439,3351,87953849
action,divorce,4,20439,1935,87953849
action,do,4,20439,170939,87953849
action,earlier,4,20439,15268,87953849
action,especially,4,20439,16419,87953849
action,examine,4,20439,3567,87953849
action,far,4,20439,35964,87953849
action,four,4,20439,32978,87953849
action,frozen,4,20439,1789,87953849
action,games,4,20439,5672,87953849
action,gave,4,20439,20388,87953849
action,gets,4,20439,5497,87953849
action,given,4,20439,38583,87953849
action,grants,4,20439,2286,87953849
action,high,4,20439,36136,87953849
action,historical,4,20439,5354,87953849
action,how,4,20439,79495,87953849
action,immediately,4,20439,9676,87953849
action,implies,4,20439,1897,87953849
action,important,4,20439,35799,87953849
action,impossible,4,20439,6568,87953849
action,initiated,4,20439,1160,87953849
action,instrumental,4,20439,896,87953849
action,involve,4,20439,3972,87953849
action,john,4,20439,29621,87953849
action,land,4,20439,19039,87953849
action,lawsuit,4,20439,113,87953849
action,leading,4,20439,10870,87953849
action,leads,4,20439,3799,87953849
action,limited,4,20439,9992,87953849
action,making,4,20439,24656,87953849
action,moral,4,20439,5121,87953849
action,moves,4,20439,3369,87953849
action,movie,4,20439,1717,87953849
action,neither,4,20439,7646,87953849
action,newsletter,4,20439,598,87953849
action,normal,4,20439,11266,87953849
action,number,4,20439,43334,87953849
action,occurred,4,20439,5190,87953849
action,often,4,20439,35299,87953849
action,organisation,4,20439,8046,87953849
action,organizational,4,20439,922,87953849
action,oriented,4,20439,431,87953849
action,original,4,20439,10741,87953849
action,ought,4,20439,4549,87953849
action,painting,4,20439,3989,87953849
action,parents,4,20439,14792,87953849
action,patterns,4,20439,5578,87953849
action,people,4,20439,100375,87953849
action,photos,4,20439,723,87953849
action,planned,4,20439,5508,87953849
action,proceeds,4,20439,1448,87953849
action,process,4,20439,21613,87953849
action,promise,4,20439,3604,87953849
action,promising,4,20439,1480,87953849
action,pulling,4,20439,2114,87953849
action,replays,4,20439,48,87953849
action,resources,4,20439,9825,87953849
action,reverse,4,20439,2181,87953849
action,review,4,20439,9081,87953849
action,saying,4,20439,11891,87953849
action,seeing,4,20439,5771,87953849
action,seeking,4,20439,4423,87953849
action,series,4,20439,13869,87953849
action,session,4,20439,4082,87953849
action,shooting,4,20439,2062,87953849
action,socialist/community,4,20439,4,87953849
action,solidarity,4,20439,1068,87953849
action,stepping,4,20439,1025,87953849
action,succeeded,4,20439,2473,87953849
action,suspend,4,20439,392,87953849
action,teacher,4,20439,7946,87953849
action,terrorist,4,20439,770,87953849
action,therefore,4,20439,21408,87953849
action,thus,4,20439,20131,87953849
action,time,4,20439,133530,87953849
action,traditional,4,20439,9469,87953849
action,update,4,20439,1147,87953849
action,western,4,20439,9482,87953849
action,whilst,4,20439,5432,87953849
action,work,4,20439,78874,87953849
action,working-class,4,20439,1877,87953849
action,yet,4,20439,30671,87953849
action,youth,4,20439,5058,87953849
action,&,3,20439,14091,87953849
action,3,3,20439,24909,87953849
action,accordingly,3,20439,2224,87953849
action,across,3,20439,21918,87953849
action,added,3,20439,14623,87953849
action,adn,3,20439,59,87953849
action,ahead,3,20439,7965,87953849
action,aid,3,20439,8492,87953849
action,antibacterial,3,20439,51,87953849
action,antitrust,3,20439,82,87953849
action,army,3,20439,10654,87953849
action,art,3,20439,14733,87953849
action,back,3,20439,81115,87953849
action,ballots,3,20439,143,87953849
action,bankruptcy,3,20439,987,87953849
action,battery,3,20439,1092,87953849
action,bilateral,3,20439,767,87953849
action,bracing,3,20439,188,87953849
action,bring,3,20439,12756,87953849
action,bringing,3,20439,4306,87953849
action,brushing,3,20439,481,87953849
action,bypass,3,20439,548,87953849
action,c's,3,20439,60,87953849
action,c64,3,20439,95,87953849
action,ca,3,20439,18311,87953849
action,calls,3,20439,5529,87953849
action,care,3,20439,22824,87953849
action,cartoon,3,20439,463,87953849
